2019-05-19 00:09 , 33.1 , 7.1
2019-05-19 00:39 , 35.1 , 5.0
2019-05-19 01:10 , 29.9 , 5.4
2019-05-19 01:40 , 7.7 , 13.1
2019-05-19 02:11 , 28.0 , 9.4
2019-05-19 02:41 , 9.2 , 2.4
2019-05-19 03:12 , 29.7 , 1.8
2019-05-19 03:42 , 28.3 , 12.5
2019-05-19 04:12 , 8.8 , 4.2
2019-05-19 04:43 , 13.2 , 1.6
2019-05-19 05:13 , 20.5 , 2.2
2019-05-19 05:43 , 26.2 , 13.3
2019-05-19 06:14 , 12.6 , 1.3
2019-05-19 06:44 , 29.0 , 31.6
2019-05-19 07:15 , 15.7 , 4.6
2019-05-19 07:45 , 37.5 , 8.0
2019-05-19 08:16 , 14.7 , 3.6
2019-05-19 08:46 , 40.7 , 7.3
2019-05-19 09:17 , 0.0 , 1.2
2019-05-19 09:47 , 11.9 , 3.9
2019-05-19 10:17 , 13.5 , 15.1
2019-05-19 10:48 , 9.8 , 1.9
2019-05-19 11:18 , 26.8 , 2.5
2019-05-19 11:49 , 24.0 , 5.5
2019-05-19 12:19 , 5.9 , 9.2
2019-05-19 12:49 , 15.0 , 11.2
2019-05-19 13:20 , 23.5 , 6.4
2019-05-19 13:50 , 30.2 , 3.0
2019-05-19 14:21 , 27.5 , 4.2
2019-05-19 14:51 , 27.1 , 2.0
2019-05-19 15:22 , 13.1 , 1.9
2019-05-19 15:52 , 21.5 , 5.9
2019-05-19 16:22 , 1.1 , 12.2
2019-05-19 16:53 , 16.3 , 1.9
2019-05-19 17:23 , 15.7 , 3.3
2019-05-19 17:53 , 5.7 , 1.9
2019-05-19 18:24 , 2.0 , 2.0
2019-05-19 18:54 , 7.9 , 3.2
2019-05-19 19:25 , 35.6 , 3.8
2019-05-19 19:55 , 4.1 , 1.5
2019-05-19 20:26 , 26.8 , 6.3
2019-05-19 20:56 , 27.7 , 42.4
2019-05-19 21:26 , 24.0 , 2.8
2019-05-19 21:57 , 18.3 , 12.1
2019-05-19 22:27 , 0.0 , 1.1
2019-05-19 22:58 , 25.3 , 0.4
2019-05-19 23:28 , 10.2 , 36.7
2019-05-19 23:59 , 5.3 , 17.7
2019-05-20 00:29 , 9.5 , 19.8
2019-05-20 00:59 , 10.2 , 7.7
2019-05-20 01:30 , 12.2 , 1.6
2019-05-20 02:00 , 4.8 , 2.1
2019-05-20 02:31 , 32.2 , 10.7
2019-05-20 03:01 , 3.9 , 2.1
2019-05-20 03:31 , 0.5 , 1.9
